municipio,def_mean,ppt_std,ws_std,dtr_mean
Rio Rufino,0.3705555555555556,50.859803649664926,0.4793185499117107,9.379444444444443
Rio Fortuna,1.4828125000000003,48.8516307985255,0.4871193144486791,8.65625
Herval d'Oeste,2.6871794871794874,62.84844294863411,0.42229834887323603,10.972435897435897
Ibiam,2.7916666666666665,59.39307120664388,0.4179836477659479,10.877500000000001
Ilhota,1.9642857142857142,60.82558832863436,0.41554639696661083,8.91845238095238
Saltinho,1.5845238095238094,77.63661719221422,0.4068097661108858,12.460714285714284
Salete,1.3222222222222224,45.758430958681615,0.341642776478049,10.56111111111111
Romelândia,4.543589743589744,88.30837926789039,0.38550007515824486,12.476282051282052
Içara,10.207051282051284,48.47630845338285,0.5169420765195643,9.721794871794872
Rio do Campo,1.1645061728395063,46.3100762516165,0.3646744865075924,10.830246913580247
Guabiruba,2.004166666666667,57.86538526580909,0.39871778827324694,8.812499999999998
Guaraciaba,5.010648148148149,91.5377170162546,0.37877663510343634,12.683333333333334
Gravatal,4.761111111111112,52.43591555959249,0.5271258622960413,8.175
Rio das Antas,1.9194444444444445,50.168137539421714,0.40111238178918757,11.243518518518519
Guatambú,12.20277777777778,82.27146870579577,0.3235826278111179,10.43611111111111
Rio do Sul,1.5950000000000002,48.40086718750833,0.3797423308297,9.80388888888889
Guarujá do Sul,3.7875,87.01612328439134,0.41027234188332246,12.820833333333331
Rio do Oeste,1.521527777777778,46.8472236299146,0.36088139502192035,10.096527777777776
Rio dos Cedros,1.0204022988505748,50.52021049081531,0.3505374025853449,9.898275862068965
Guaramirim,1.4532051282051281,67.8940073794126,0.3392252590047532,8.300641025641024
Presidente Getúlio,2.0388888888888888,46.112662657006254,0.35826299817003515,10.054629629629629
Garuva,1.1503623188405796,75.45224675397893,0.3125751502909563,8.067391304347826
Presidente Castello Branco,5.179166666666666,69.48770149813932,0.39963885618861755,11.010416666666666
Garopaba,1.6458333333333333,52.36541155455627,0.5665879449776606,6.302777777777779
Rancho Queimado,0.5291666666666667,48.82389000472919,0.4553960316710587,8.44375
Grão-Pará,1.0088235294117647,48.10396471431366,0.4822706599190764,9.263725490196078
Presidente Nereu,1.5284722222222222,52.15314615944038,0.40579848958045645,9.272916666666667
Gaspar,2.1654761904761908,59.7613301008894,0.38782248392196594,8.858730158730157
Quilombo,4.379487179487179,79.89849650997894,0.3794208373143778,12.129487179487178
Governador Celso Ramos,1.3930555555555557,56.22515661290487,0.5135263007231353,7.522222222222221
Princesa,4.648333333333334,88.89627930823005,0.3878816198612126,12.854999999999999
Porto Belo,1.85,60.36566599008298,0.4887255646513206,8.589999999999998
Faxinal dos Guedes,1.1791666666666667,85.04304465586348,0.3907207705948517,12.183333333333334
Flor do Sertão,6.344444444444445,93.22262138940611,0.36565407042901393,12.338888888888887
Ponte Alta do Norte,1.1191666666666669,50.86336111617856,0.4009202549189522,10.560416666666667
Entre Rios,3.254166666666667,79.87491228535022,0.38464057496108084,12.222222222222221
Doutor Pedrinho,1.1368421052631579,45.32511396253297,0.3588630637549411,10.31315789473684
Ponte Serrada,1.2529761904761905,68.88850420596141,0.42639819841828014,11.687499999999998
Erval Velho,4.303030303030303,63.12589387605694,0.4126228550165789,10.832575757575759
Ermo,5.419444444444444,41.090619104560915,0.4589980580059783,8.963888888888889
Frei Rogério,1.6677083333333336,58.14544909873452,0.43465245463846996,10.757291666666665
Pouso Redondo,1.1865740740740742,46.88973782205322,0.3667277615908922,10.11898148148148
Praia Grande,1.4608974358974358,43.23269544134439,0.44496047476983625,8.04102564102564
Galvão,1.3392857142857142,68.98444539329445,0.4254714421729045,13.003571428571428
Formosa do Sul,2.2520833333333337,76.0571568025466,0.39045472336875425,12.460416666666667
Porto União,1.562698412698413,39.977178322521105,0.3574542802637635,11.709126984126984
Florianópolis,1.0873655913978495,53.360313706602014,0.5589687075638884,6.764784946236559
Fraiburgo,1.7300595238095238,52.722611554295995,0.41859482392613,11.002083333333333
Forquilhinha,7.4601851851851855,41.847888265151816,0.48384846608707893,10.094444444444445
Curitibanos,1.4885620915032682,56.11663654113402,0.4211368914040999,10.5359477124183
Cunhataí,10.222916666666668,90.36607637415332,0.344850659779978,11.385416666666666
Pinheiro Preto,2.1270833333333337,56.90303321022651,0.4034729597415768,11.114583333333334
Balneário Piçarras,1.7,63.249327804915616,0.4724393931718506,8.756249999999998
Pinhalzinho,6.520833333333333,83.7087383498261,0.37371439311490023,11.788541666666667
Cunha Porã,7.633333333333334,91.29364521760043,0.35410574895554897,11.783333333333333
Pomerode,1.6437499999999998,57.43558123173805,0.34369680819835674,8.999999999999998
Dionísio Cerqueira,3.91375,86.52876494183079,0.40971407610576327,12.905833333333332
Ponte Alta,1.227956989247312,48.11940270515891,0.3901669065498834,10.247849462365592
Dona Emma,2.123148148148148,45.30312309499052,0.3508060601911176,10.287962962962963
Piratuba,8.861458333333333,71.92913188408934,0.378556221163729,10.573958333333334
Descanso,9.484375000000002,99.75887959512369,0.333775611101035,12.244791666666666
Planalto Alegre,11.302777777777779,84.89415758159178,0.3288697842667234,10.890277777777778
Cocal do Sul,4.408333333333334,46.493447577657186,0.4902725851615561,10.416666666666666
Cordilheira Alta,8.111666666666666,86.82793539583186,0.3286057133549124,10.983333333333333
Penha,1.6812499999999997,62.60376694736331,0.5220358489801545,8.90625
Concórdia,6.457364341085271,78.41418528548247,0.37216751300400036,10.948062015503874
Celso Ramos,6.718750000000001,67.2285113076998,0.42587047055941235,10.325694444444443
Paulo Lopes,1.5658730158730159,54.06887013514248,0.5261284378145858,6.766666666666667
Caxambu do Sul,13.784374999999999,86.09012491954049,0.3259174865759154,10.908333333333331
Pedras Grandes,3.6773809523809526,51.46527547196472,0.49483983179080965,9.689285714285713
Chapecó,10.34267676767677,85.56795554725514,0.3197486296206989,10.38030303030303
