municipio,def_mean,ppt_std,ws_std,dtr_mean,hazard_mean,hazard_max,hazard_index
Rio dos Cedros,0.06114288306556016,0.1704566430178639,0.14557363211459873,0.5312453561850308,0.22710462859576339,0.5312453561850308,0.3791749923903971
Guaramirim,0.0896121593191331,0.4513510808637888,0.10353366384203798,0.2951901371765928,0.23492176030038817,0.4513510808637888,0.3431364205820885
Presidente Getúlio,0.12813776878662136,0.09919670605673972,0.1742847062760201,0.5543470825637867,0.238991565920792,0.5543470825637867,0.39666932424228935
Garuva,0.06969150488610831,0.5735504719259202,0.004492335661714779,0.2607268087688147,0.22711528031063952,0.5735504719259202,0.4003328761182799
Presidente Castello Branco,0.3347016577099855,0.4771174586134852,0.3280521815523727,0.6955674122717012,0.45885967753688617,0.6955674122717012,0.5772135449042937
Garopaba,0.10228302284884513,0.20028931107745152,0.9484946596575874,0.0,0.312766748395971,0.9484946596575874,0.6306307040267792
Rancho Queimado,0.028829963718201707,0.14303103234674966,0.5352657721110264,0.3163349066283602,0.25586541870108453,0.5352657721110264,0.3955655954060555
Grão-Pará,0.06038124482414314,0.13139149200683367,0.6351414951191705,0.437488683139991,0.3161007287725346,0.6351414951191705,0.47562111194585255
Presidente Nereu,0.09456314287802503,0.19685746660398745,0.35094358056252994,0.438846706341063,0.2703027240964014,0.438846706341063,0.3545747152187322
Gaspar,0.13646453703917122,0.31986434673301256,0.28413831928146815,0.3776494385975196,0.27952916041279285,0.3776494385975196,0.32858929950515625
Quilombo,0.28209965353921757,0.645436130181422,0.25291479791224963,0.8609133530126757,0.5103409836613912,0.8609133530126757,0.6856271683370334
Governador Celso Ramos,0.0856555890655403,0.26269253389312647,0.751298626469201,0.18017648265955236,0.319955808021855,0.751298626469201,0.535627217245528
Princesa,0.2997840467650454,0.7909096358969901,0.2843580895656752,0.9681099938436281,0.5857904415178347,0.9681099938436281,0.7769502176807314
Porto Belo,0.11571287321228368,0.32963507163290817,0.6591302279541682,0.3379437718038166,0.36060548615079413,0.6591302279541682,0.5098678570524812
Faxinal dos Guedes,0.07158622201812849,0.7286116714102918,0.294909388345863,0.8688692797044942,0.49099414036969435,0.8688692797044942,0.6799317100370943
Flor do Sertão,0.4113523002604953,0.8608566621350318,0.20175257220735224,0.8918530679253024,0.5914536506320455,0.8918530679253024,0.7416533592786739
Ponte Alta do Norte,0.06763949048275064,0.17600460139598617,0.33281431717980536,0.6290785963472194,0.3013842513514404,0.6290785963472194,0.4652314238493299
Entre Rios,0.2080773542832793,0.6450548273745805,0.2723132084341048,0.8746152267596962,0.5000151542129152,0.8746152267596962,0.6873151904863057
Doutor Pedrinho,0.06880216066459074,0.0864638504104558,0.17651476444060907,0.59254538974154,0.23108154131429892,0.59254538974154,0.4118134655279195
