municipio,ano,risk_norm_without_GDP,risk_norm_without_GDP_lag1,hazard_index,hazard_index_lag1,hazard_index_lag2,risk_norm_without_GDP_lag2,risk_mean_3yr_without_GDP,climate_risk_index_without_GDP,vulnerability_index_without_GDP,real_gdp,va_industrial_2010,va_agro_2010,log_real_gdp,log_va_industrial_2010,log_va_agro_2010,gdp_growth_log,va_industrial_growth_log,va_agro_growth_log,growth_effect_0_1_risk_lag1_log_points,growth_effect_0_1_risk_lag1_percent_points,impact_note
ABDON BATISTA,2016,0.04783598589640396,0.23454032179265372,0.4787191114576413,0.5034522599158244,0.6058372281446847,0.1207337098047974,0.13437000583128503,0.008097857866174634,0.18253481367349186,100422.9038268395,2269.826334028264,15844.377450723845,11.517145585988374,7.727458602715441,9.67056998140199,-0.05295182596753101,-0.2794794540266352,0.1035052168425139,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABDON BATISTA,2017,0.07969500378187896,0.04783598589640396,0.5220767185372521,0.4787191114576413,0.5034522599158244,0.23454032179265372,0.12069043715697887,0.009743139168210678,0.18284634773946914,94355.21023198911,1482.6778844803855,15178.631830184055,11.454821771656619,7.30160511320517,9.627643917123793,-0.062323814331755045,-0.4258534895102706,-0.04292606427819656,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABDON BATISTA,2018,0.07412203454000085,0.07969500378187896,0.5564715593385998,0.5220767185372521,0.4787191114576413,0.04783598589640396,0.06721767473942793,0.014331587735296431,0.1524595643608232,90499.60464182292,1914.9248254448205,13397.44653104789,11.413100761079834,7.557433645201832,9.502819410396151,-0.04172101057678468,0.255828531996662,-0.12482450672764145,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABDON BATISTA,2019,0.062129494108862496,0.07412203454000085,0.4951646420964791,0.5564715593385998,0.5220767185372521,0.07969500378187896,0.07198217747691411,0.0070000877099512925,0.131100751418252,92643.1988075053,1711.4533278751564,12616.771003754642,11.436510821652677,7.445098187878962,9.442782239945693,0.023410060572842895,-0.11233545732287009,-0.06003717045045853,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABDON BATISTA,2020,0.02680561138975789,0.062129494108862496,0.6154685967724839,0.4951646420964791,0.5564715593385998,0.07412203454000085,0.05435238001287374,0.0060644386922492225,0.07025685253933375,80104.94296665341,1333.0027872919668,12613.393753702529,11.291092841098205,7.195189411168245,9.442514524684634,-0.14541798055447153,-0.24990877671071665,-0.0002677152610583988,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABDON BATISTA,2021,0.03375341661078096,0.02680561138975789,0.5800644239029424,0.6154685967724839,0.4951646420964791,0.062129494108862496,0.040896174036467114,0.007020219259332546,0.07378109980129995,85778.53799538707,1599.281772958996,13932.330354855283,11.359524114271943,7.377309915545115,9.541967343152463,0.0684312731737382,0.18212050437686944,0.09945281846782805,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABELARDO LUZ,2002,0.10942557206104597,,0.6803893681477616,,,,,0.011007139170311408,0.2661075198908208,800427.3941993216,72164.1272126271,96323.836499646,13.592901106742366,11.186698348397856,11.475471090518173,,,,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABELARDO LUZ,2003,0.12978625073460134,0.10942557206104597,0.7016910174811182,0.6803893681477616,,,,0.012214428295466154,0.27013491167707904,900932.4185403694,57322.2919110887,121856.336571322,13.711185526607895,10.956444865634877,11.71059806074861,0.11828441986552996,-0.2302534827629792,0.2351269702304375,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABELARDO LUZ,2004,0.12284414206236943,0.12978625073460134,0.6689621283602654,0.7016910174811182,0.6803893681477616,0.10942557206104597,0.12068532161933891,0.011972891182070941,0.25834267571628405,862882.968354725,53121.1258496132,117199.531970734,13.668034350620214,10.880329978383797,11.671633162693304,-0.043151175987681256,-0.07611488725108018,-0.03896489805530656,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABELARDO LUZ,2005,0.11882172474188128,0.12284414206236943,0.7765895405196567,0.6689621283602654,0.7016910174811182,0.12978625073460134,0.1238173725129507,0.011432806428808688,0.25419943643329956,824860.2295231736,66993.2616084761,88959.035751292,13.62296923220405,11.11234732030748,11.395931270299002,-0.045065118416165006,0.23201734192368306,-0.2757018923943022,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABELARDO LUZ,2006,0.1020348059347603,0.11882172474188128,0.6622459416023019,0.7765895405196567,0.6689621283602654,0.12284414206236943,0.11456689091300366,0.012533506138642738,0.23984399756751296,746497.3613797306,52871.4011987355,74183.091958523,13.523147361299717,10.875617851596964,11.214291532009955,-0.09982187090433214,-0.23672946871051614,-0.18163973828904645,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABELARDO LUZ,2007,0.13150742764224263,0.1020348059347603,0.6207833034403205,0.6622459416023019,0.7765895405196567,0.11882172474188128,0.11745465277296141,0.016913621491877497,0.26710150995458143,1053466.482521426,103037.202134248,97446.5801392193,13.867596696363286,11.542845387769292,11.487059610828066,0.3444493350635689,0.6672275361723283,0.2727680788181104,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABELARDO LUZ,2008,0.18845903030396743,0.13150742764224263,0.6553317270058526,0.6207833034403205,0.6622459416023019,0.1020348059347603,0.14066708796032346,0.021590834775522257,0.30066211598346676,1188638.697881699,95881.0645222424,138428.552690281,13.98831925891601,11.47086379113836,11.838109606453253,0.12072256255272329,-0.07198159663093229,0.35104999562518735,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ABELARDO LUZ,2009,0.12507319559757737,0.18845903030396743,0.7150294197166457,0.6553317270058526,0.6207833034403205,0.13150742764224263,0.1483465511812625,0.01882860881617293,0.214758323167134,1290586.8152775324,111161.0276289654,120533.14099472767,14.070607568468214,11.618735128406776,11.699680023101193,0.08228830955220445,0.14787133726841617,-0.13842958335206035,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
